0.02619	0.01675
0.02663	0.2254
0.02692	0.37981
0.02648	0.43154
0.02659	0.58921
0.0266	0.64091
0.02653	0.79504
0.02763	0.06896
0.02727	0.17349
0.02689	0.8469
0.02761	0.95274
0.02765	0.27808
0.02813	0.48447
0.0282	0.74304
0.02762	0.12117
0.02817	0.32891
0.02826	0.53632
0.02853	0.69085
0.02784	0.90007
0.07251	0.09534
0.0722	0.14649
0.07192	0.30426
0.07255	0.35279
0.07251	0.45851
0.07199	0.51038
0.07318	0.56282
0.07291	0.66613
0.07185	0.71623
0.07306	0.76901
0.07225	0.87357
0.07223	0.92534
0.07375	0.04335
0.07361	0.19966
0.0736	0.25259
0.07356	0.97832
0.07368	0.40614
0.07357	0.82127
0.07415	0.61536
0.1178	0.0167
0.11884	0.06884
0.11857	0.17395
0.1176	0.22528
0.11897	0.27801
0.11813	0.38055
0.11765	0.43092
0.11823	0.58936
0.11804	0.64024
0.11884	0.74331
0.11805	0.79499
0.11852	0.8465
0.11857	0.95221
0.11893	0.32966
0.11901	0.48427
0.11861	0.53716
0.11888	0.69097
0.11872	0.89994
0.11895	0.12178
0.16361	0.09583
0.16325	0.14704
0.1642	0.25255
0.16329	0.30458
0.16304	0.3528
0.16423	0.45862
0.16322	0.51067
0.16335	0.5619
0.16425	0.66618
0.16322	0.71646
0.1635	0.76882
0.16357	0.87398
0.16344	0.92515
0.16352	0.97818
0.16388	0.04333
0.16395	0.19984
0.16356	0.40611
0.16329	0.61509
0.16392	0.82136
0.20722	0.01694
0.20748	0.06845
0.20732	0.17416
0.20722	0.22563
0.20742	0.27743
0.20711	0.38071
0.20747	0.43138
0.20729	0.48415
0.20719	0.58964
0.20777	0.64014
0.20778	0.74263
0.20722	0.79557
0.2076	0.8466
0.20768	0.95213
0.20773	0.12152
0.20812	0.32903
0.2083	0.53654
0.2077	0.69058
0.2076	0.89982
0.25239	0.51052
0.25307	0.09585
0.25309	0.30481
0.25348	0.14686
0.25395	0.25241
0.25328	0.35347
0.25365	0.45846
0.25345	0.56262
0.2538	0.66551
0.25299	0.7166
0.25362	0.76913
0.25327	0.87405
0.25299	0.92529
0.25371	0.97849
0.25397	0.04325
0.25389	0.19968
0.25308	0.40561
0.25314	0.61504
0.25362	0.82122
0.2985	0.0171
0.299	0.06876
0.29888	0.17377
0.2985	0.22579
0.29874	0.37994
0.29836	0.43193
0.29841	0.58937
0.29827	0.64063
0.29841	0.79507
0.29864	0.84675
0.29965	0.2784
0.29944	0.74279
0.29942	0.95247
0.29958	0.48457
0.30002	0.53653
0.29961	0.69073
0.29974	0.12156
0.30017	0.32876
0.29982	0.89982
0.34189	0.09528
0.3418	0.30439
0.34218	0.14694
0.34359	0.25273
0.34236	0.35324
0.34266	0.45831
0.34208	0.51019
0.34314	0.56237
0.34282	0.66593
0.34228	0.71655
0.3435	0.7689
0.34236	0.87346
0.34257	0.92547
0.34384	0.04348
0.34329	0.19971
0.34332	0.82139
0.34324	0.97793
0.34369	0.40622
0.34341	0.61532
0.38634	0.22521
0.38655	0.43102
0.38689	0.63993
0.38685	0.79477
0.38643	0.0166
0.387	0.06897
0.3874	0.17399
0.38768	0.27822
0.38713	0.38054
0.38729	0.48443
0.38774	0.5369
0.38689	0.58901
0.38765	0.74327
0.38702	0.84638
0.38743	0.95219
0.38721	0.12138
0.38799	0.32932
0.38743	0.69107
0.38743	0.90009
0.43243	0.0962
0.43231	0.30501
0.4331	0.04321
0.43223	0.14679
0.43263	0.25237
0.43198	0.35257
0.4324	0.45801
0.43261	0.51082
0.43174	0.56155
0.43301	0.66618
0.43227	0.71667
0.43244	0.76854
0.43216	0.87391
0.43184	0.92511
0.43261	0.97806
0.4327	0.20024
0.43262	0.40653
0.43271	0.61525
0.43266	0.82099
0.47563	0.43141
0.47562	0.64032
0.47598	0.7955
0.47604	0.01699
0.47633	0.0687
0.47636	0.17431
0.47596	0.22549
0.47665	0.27798
0.47621	0.38061
0.47679	0.48433
0.47627	0.58953
0.47698	0.74312
0.47633	0.84654
0.47639	0.95215
0.47696	0.12131
0.47645	0.32888
0.47672	0.53656
0.47695	0.69049
0.4769	0.89952
0.52149	0.14699
0.52169	0.51055
0.52195	0.71652
0.5219	0.92539
0.52215	0.09606
0.52233	0.30494
0.52221	0.6659
0.52206	0.87397
0.52257	0.04293
0.52244	0.19972
0.52242	0.25246
0.52209	0.35317
0.52239	0.45852
0.5223	0.56257
0.52198	0.76937
0.5224	0.97862
0.52243	0.40589
0.52243	0.61458
0.52286	0.82099
0.56671	0.01692
0.56702	0.22599
0.56699	0.43165
0.56701	0.79508
0.56724	0.06855
0.56776	0.17356
0.56802	0.27788
0.56767	0.37971
0.56732	0.58929
0.56741	0.64063
0.56774	0.8467
0.56794	0.95273
0.56856	0.48428
0.56835	0.74341
0.56915	0.32911
0.56892	0.53699
0.56882	0.69095
0.56907	0.1216
0.56905	0.89993
0.61275	0.09574
0.61247	0.30439
0.61252	0.51006
0.61334	0.66597
0.6127	0.71626
0.61264	0.92554
0.61307	0.14693
0.61325	0.2523
0.61296	0.35305
0.61306	0.45843
0.61326	0.56223
0.61376	0.76918
0.61357	0.8733
0.61396	0.97808
0.61434	0.04289
0.61404	0.19983
0.61393	0.40604
0.61398	0.82127
0.61449	0.61511
0.65819	0.01641
0.65867	0.06856
0.65819	0.22511
0.65823	0.37997
0.65819	0.4309
0.65819	0.58899
0.65827	0.63997
0.65819	0.79478
0.65863	0.17342
